110,10847,22214,40
110,10773,57390,3
110,40026,7124,2
110,39826,7123,2
214,792,56543,12
110,2321,5117,1
110,2193,10012,6
110,2199,10812,5
214,824,14512,5
214,836,56612,2
110,2418,47856,1
214,749,56603,14
214,825,56299,4
214,518,147073,8
214,553,163000,5
110,3497,53761,2
214,473,56578,1
110,6094,9524,3
110,8515,52462,2
110,2185,39911,8
110,2320,5116,1
110,2326,51223,3
110,8556,52503,3
110,6787,28511,1
110,2179,16713,8
110,10631,54326,6
110,10630,19211,8
110,10545,10215,1
110,10571,6424,25
110,11406,110467,1
110,11304,117872,6
110,10848,12013,20
110,11303,21511,5
110,11920,53785,250
220,11843,1211,5
220,11851,1211,0.00333333
220,11855,1211,1
220,11850,1211,2
110,20186,10511,1
110,23886,26011,2
110,61167,7126,2
110,61967,15111,1
110,60767,5112,4
110,62167,6011,11
214,72381,60384,4
220,96559,1211,60
214,76228,65794,24
214,104350,56313,2
110,154047,57167,25
110,151847,57164,6
110,161688,27711,410
110,152246,57166,25
