110,93093,78998,16
214,792,56543,12
214,824,14512,5
214,836,56612,2
214,749,56603,14
214,825,56299,4
214,518,147073,8
214,553,163000,5
214,473,56578,1
110,10542,166672,3
220,11843,1211,5
214,72381,60384,4
110,96457,14212,4
220,96559,1211,60
110,76219,53936,2
214,76228,65794,24
110,97176,53510,1
110,113589,118572,2
214,104350,56313,2
110,152546,166666,1
110,138793,166647,1
110,152946,166670,1
110,161272,53524,1
110,153947,166610,3
110,152746,166669,8
110,154951,166678,1
110,154051,155474,1
110,148537,166593,2
110,124257,5113,3
110,121536,128770,5
110,131773,55407,8
110,148940,165603,14
110,152146,48311,1
110,152846,166668,1
110,151046,53343,1
110,153046,57170,1
110,152346,57168,1
110,152646,166667,2
110,143393,151373,1
110,151846,48308,1
110,152446,57169,2
110,158859,154173,1
110,146010,148673,8
110,161372,166615,1
110,152046,48310,1
